Date,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100
2 Jan 2004,3.8000,6.7684,4.7757,3.5546,3.0619,2.8586,2.9286,2.2361,48.9451
5 Jan 2004,3.8000,6.8244,4.8100,3.5529,3.0823,2.8996,2.9532,2.2355,48.9438
6 Jan 2004,3.8000,6.8670,4.8194,3.5803,3.0840,2.9163,2.9670,2.2367,48.9495
7 Jan 2004,3.8000,6.9149,4.8319,3.5726,3.0807,2.9182,2.9511,2.2381,48.9483
8 Jan 2004,3.8000,6.8951,4.7863,3.5793,3.0487,2.9159,2.9424,2.2386,48.9483
9 Jan 2004,3.8000,6.9671,4.8505,3.5790,3.0958,2.9460,2.9728,2.2424,48.9486
12 Jan 2004,3.8000,7.0184,4.8805,3.5706,3.1128,2.9574,2.9886,2.2463,48.9514
13 Jan 2004,3.8000,7.0226,4.8475,3.5672,3.1006,2.9562,2.9816,2.2427,48.9514
14 Jan 2004,3.8000,7.0131,4.8395,3.5773,3.1037,2.9517,2.9845,2.2441,48.9457
15 Jan 2004,3.8000,6.9677,4.8087,3.5780,3.0828,2.9437,2.9491,2.2419,48.9470
16 Jan 2004,3.8000,6.9331,4.7850,3.5797,3.0538,2.9300,2.9340,2.2360,48.9489
19 Jan 2004,3.8000,6.8362,4.7027,3.5667,2.9979,2.8760,2.9188,2.2247,48.9325
20 Jan 2004,3.8000,6.7881,4.7042,3.5344,2.9944,2.8798,2.9190,2.2190,48.9312
21 Jan 2004,3.8000,6.9019,4.7768,3.5448,3.0423,2.9182,2.9413,2.2316,48.9136
26 Jan 2004,3.8000,6.9379,4.7768,3.5793,3.0560,2.9384,2.8941,2.2399,48.9281
27 Jan 2004,3.8000,6.8938,4.7361,3.5800,3.0227,2.9232,2.8960,2.2395,48.9249
28 Jan 2004,3.8000,6.9392,4.7931,3.5888,3.0580,2.9539,2.9071,2.2410,48.9382
29 Jan 2004,3.8000,6.9132,4.7377,3.5814,3.0268,2.9327,2.8652,2.2360,48.9079
30 Jan 2004,3.8000,6.9018,4.7152,3.5861,3.0172,2.9026,2.8547,2.2323,48.8809
4 Feb 2004,3.8000,6.9721,4.7549,3.6055,3.0333,2.8992,2.8415,2.2434,48.8777
5 Feb 2004,3.8000,6.9572,4.7599,3.6017,3.0370,2.8912,2.8448,2.2438,48.8708
6 Feb 2004,3.8000,6.9724,4.7703,3.5820,3.0417,2.9011,2.8397,2.2410,48.8815
9 Feb 2004,3.8000,7.0393,4.8308,3.5956,3.0820,2.9437,2.8729,2.2525,48.9054
10 Feb 2004,3.8000,7.0851,4.8410,3.5973,3.0855,2.9615,2.8676,2.2583,48.9171
11 Feb 2004,3.8000,7.1075,4.8247,3.6026,3.0748,2.9623,2.8546,2.2700,48.9067
12 Feb 2004,3.8000,7.1913,4.8790,3.6079,3.0908,2.9908,2.8894,2.2729,48.9142
13 Feb 2004,3.8000,7.1883,4.8674,3.6053,3.0884,3.0041,2.8736,2.2700,48.9029
16 Feb 2004,3.8000,7.1588,4.8385,3.6034,3.0687,3.0030,2.8878,2.2699,48.9035
17 Feb 2004,3.8000,7.1816,4.8528,3.5964,3.0798,3.0215,2.8915,2.2662,48.9048
18 Feb 2004,3.8000,7.2506,4.8851,3.5949,3.1038,3.0315,2.8998,2.2687,48.9016
19 Feb 2004,3.8000,7.1925,4.8353,3.5642,3.0676,3.0083,2.8719,2.2634,48.8998
20 Feb 2004,3.8000,7.2122,4.8437,3.5413,3.0716,2.9995,2.8609,2.2589,48.8891
24 Feb 2004,3.8000,7.0792,4.7608,3.4973,3.0167,2.9368,2.8404,2.2399,48.8689
25 Feb 2004,3.8000,7.1890,4.8239,3.5148,3.0622,2.9665,2.8600,2.2507,48.8476
26 Feb 2004,3.8000,7.1347,4.7532,3.4894,3.0186,2.9368,2.8442,2.2428,48.8394
27 Feb 2004,3.8000,7.0819,4.7297,3.4703,2.9991,2.9327,2.8262,2.2311,48.8231
1 Mar 2004,3.8000,7.1138,4.7555,3.4756,3.0158,2.9475,2.8457,2.2373,48.8231
2 Mar 2004,3.8000,7.0959,4.7264,3.4848,2.9932,2.9353,2.8355,2.2316,48.8200
3 Mar 2004,3.8000,6.9789,4.6309,3.4497,2.9245,2.8692,2.8199,2.2238,48.7849
4 Mar 2004,3.8000,6.9432,4.6237,3.4498,2.9286,2.8517,2.8304,2.2239,48.7680
5 Mar 2004,3.8000,6.9246,4.6358,3.4131,2.9390,2.8510,2.8462,2.2143,48.7642
8 Mar 2004,3.8000,7.0097,4.6985,3.3883,2.9730,2.8730,2.8719,2.2183,48.7883
9 Mar 2004,3.8000,7.0560,4.7278,3.4196,2.9915,2.9000,2.8809,2.2342,48.7730
10 Mar 2004,3.8000,6.9439,4.6786,3.4150,2.9668,2.8741,2.8667,2.2239,48.7711
11 Mar 2004,3.8000,6.8345,4.6335,3.4310,2.9431,2.8206,2.8639,2.2183,48.7598
12 Mar 2004,3.8000,6.8398,4.6679,3.4256,2.9843,2.7613,2.8792,2.2229,48.7461
15 Mar 2004,3.8000,6.8448,4.6449,3.4304,2.9659,2.7886,2.8468,2.2182,48.7630
16 Mar 2004,3.8000,6.8539,4.6620,3.4506,2.9812,2.8019,2.8491,2.2261,48.7700
17 Mar 2004,3.8000,6.8539,4.6620,3.4506,2.9812,2.8019,2.8491,2.2261,48.7661
18 Mar 2004,3.8000,6.9377,4.6636,3.5426,2.9853,2.8297,2.8414,2.2457,48.7749
19 Mar 2004,3.8000,6.9698,4.7059,3.5436,3.0191,2.8422,2.8603,2.2437,48.7660
22 Mar 2004,3.8000,6.9565,4.6503,3.5341,2.9824,2.8293,2.8464,2.2419,48.7611
23 Mar 2004,3.8000,7.0203,4.6909,3.5594,3.0234,2.8593,2.8540,2.2503,48.7551
24 Mar 2004,3.8000,7.0260,4.6829,3.5612,3.0189,2.8589,2.8547,2.2506,48.7548
25 Mar 2004,3.8000,6.9342,4.6098,3.5837,2.9765,2.8259,2.8389,2.2467,48.7442
26 Mar 2004,3.8000,6.8816,4.6136,3.5827,2.9694,2.8133,2.8551,2.2479,48.7329
29 Mar 2004,3.8000,6.8820,4.5914,3.5992,2.9496,2.8320,2.8800,2.2493,48.7398
30 Mar 2004,3.8000,6.9181,4.6278,3.5990,2.9648,2.8464,2.9035,2.2561,48.7423
31 Mar 2004,3.8000,6.9667,4.6522,3.6334,2.9831,2.8825,2.9144,2.2633,48.7489
1 Apr 2004,3.8000,6.9979,4.6666,3.6404,2.9948,2.8928,2.8925,2.2683,48.7661
2 Apr 2004,3.8000,7.0477,4.6985,3.6495,3.0081,2.9085,2.9055,2.2727,48.7955
5 Apr 2004,3.8000,6.9466,4.6007,3.6398,2.9391,2.8772,2.8884,2.2657,48.7962
6 Apr 2004,3.8000,6.9154,4.5556,3.5953,2.9084,2.8582,2.8914,2.2579,48.7626
7 Apr 2004,3.8000,6.9937,4.5929,3.5981,2.9430,2.8852,2.9000,2.2628,48.7586
8 Apr 2004,3.8000,6.9983,4.6328,3.5961,2.9799,2.9102,2.8980,2.2680,48.7461
9 Apr 2004,3.8000,6.9546,4.5860,3.5733,2.9597,2.8994,2.8626,2.2657,48.7417
12 Apr 2004,3.8000,6.9660,4.5864,3.5797,2.9563,2.9072,2.8604,2.2767,48.7430
13 Apr 2004,3.8000,6.9949,4.5855,3.6158,2.9598,2.9159,2.8455,2.2849,48.7573
14 Apr 2004,3.8000,6.8926,4.5319,3.5537,2.9196,2.8418,2.8480,2.2719,48.7436
15 Apr 2004,3.8000,6.7729,4.5340,3.4922,2.9238,2.7940,2.8266,2.2557,48.7304
16 Apr 2004,3.8000,6.7935,4.5537,3.4989,2.9342,2.8126,2.8294,2.2602,48.7245
19 Apr 2004,3.8000,6.8554,4.5735,3.5180,2.9465,2.8388,2.8258,2.2651,48.7279
20 Apr 2004,3.8000,6.8478,4.5454,3.5031,2.9295,2.8175,2.8224,2.2635,48.7267
21 Apr 2004,3.8000,6.7748,4.4960,3.4909,2.8918,2.7772,2.7996,2.2505,48.7208
22 Apr 2004,3.8000,6.7395,4.5036,3.4757,2.8973,2.7753,2.7942,2.2426,48.7273
23 Apr 2004,3.8000,6.7330,4.5214,3.4703,2.9013,2.7856,2.7998,2.2369,48.7248
26 Apr 2004,3.8000,6.7319,4.4756,3.4854,2.8754,2.7727,2.7913,2.2352,48.7236
27 Apr 2004,3.8000,6.7893,4.5019,3.4986,2.9035,2.7879,2.8108,2.2406,48.7242
28 Apr 2004,3.8000,6.8121,4.5317,3.4803,2.9274,2.7875,2.8099,2.2427,48.7204
29 Apr 2004,3.8000,6.7258,4.4962,3.4472,2.9075,2.7301,2.7635,2.2356,48.7214
30 Apr 2004,3.8000,6.7480,4.5496,3.4475,2.9459,2.7408,2.7700,2.2303,48.7148
5 May 2004,3.8000,6.8364,4.6096,3.4751,2.9727,2.7810,2.7716,2.2470,48.7186
6 May 2004,3.8000,6.8083,4.6155,3.4923,2.9764,2.7759,2.7701,2.2529,48.7208
7 May 2004,3.8000,6.8094,4.5800,3.4422,2.9564,2.7275,2.7483,2.2463,48.7211
10 May 2004,3.8000,6.7703,4.4986,3.3737,2.9080,2.6579,2.7365,2.2196,48.7189
11 May 2004,3.8000,6.7494,4.5104,3.3530,2.9268,2.6442,2.7316,2.2079,48.7186
12 May 2004,3.8000,6.6819,4.5057,3.3734,2.9272,2.6553,2.7398,2.2183,48.7204
13 May 2004,3.8000,6.7258,4.5266,3.3440,2.9417,2.6477,2.7353,2.2103,48.7195
14 May 2004,3.8000,6.6891,4.4903,3.3126,2.9161,2.6100,2.7256,2.1974,48.7186
17 May 2004,3.8000,6.7110,4.5473,3.3390,2.9556,2.6370,2.7396,2.2092,48.7195
18 May 2004,3.8000,6.7049,4.5627,3.3256,2.9723,2.5945,2.7194,2.2014,48.7179
19 May 2004,3.8000,6.7277,4.5458,3.3473,2.9593,2.6344,2.7390,2.2088,48.7214
20 May 2004,3.8000,6.7627,4.5549,3.3621,2.9661,2.6359,2.7553,2.2152,48.7717
21 May 2004,3.8000,6.7551,4.5496,3.3701,2.9617,2.6454,2.7724,2.2134,48.7561
24 May 2004,3.8000,6.7851,4.5431,3.3719,2.9588,2.6480,2.7627,2.2129,48.7523
25 May 2004,3.8000,6.8090,4.5667,3.3613,2.9743,2.6591,2.7692,2.2097,48.7454
26 May 2004,3.8000,6.8786,4.5955,3.4017,2.9851,2.6868,2.7736,2.2191,48.7517
27 May 2004,3.8000,6.9141,4.6134,3.4076,2.9986,2.6993,2.7773,2.2266,48.7605
28 May 2004,3.8000,6.9846,4.6617,3.4366,3.0510,2.7282,2.7977,2.2365,48.7592
31 May 2004,3.8000,6.9740,4.6381,3.4616,3.0334,2.7126,2.7870,2.2378,48.7573
1 Jun 2004,3.8000,6.9650,4.6339,3.4618,3.0295,2.7100,2.7842,2.2337,48.7486
2 Jun 2004,3.8000,7.0068,4.6620,3.4335,3.0533,2.6811,2.7815,2.2269,48.7423
3 Jun 2004,3.8000,6.9584,4.6297,3.4481,3.0333,2.6298,2.7862,2.2297,48.7473
4 Jun 2004,3.8000,6.9892,4.6411,3.4217,3.0398,2.6279,2.7936,2.2224,48.7436
7 Jun 2004,3.8000,7.0173,4.6871,3.4384,3.0754,2.6587,2.8187,2.2276,48.7442
8 Jun 2004,3.8000,6.9874,4.6763,3.4572,3.0681,2.6727,2.8224,2.2294,48.7520
9 Jun 2004,3.8000,6.9732,4.6453,3.4768,3.0614,2.6496,2.8189,2.2298,48.7498
10 Jun 2004,3.8000,6.9477,4.5800,3.4541,3.0292,2.6176,2.7955,2.2190,48.7367
11 Jun 2004,3.8000,6.9825,4.5807,3.4626,3.0376,2.6385,2.7938,2.2165,48.7336
14 Jun 2004,3.8000,6.8961,4.5484,3.4290,3.0084,2.6173,2.7789,2.2069,48.7408
15 Jun 2004,3.8000,6.8945,4.5914,3.4313,3.0297,2.6005,2.7583,2.2115,48.7311
16 Jun 2004,3.8000,6.9620,4.6142,3.4664,3.0407,2.6427,2.7773,2.2178,48.7314
17 Jun 2004,3.8000,6.9360,4.4634,3.4503,2.9987,2.5979,2.7647,2.2132,48.7273
18 Jun 2004,3.8000,6.9569,4.5591,3.4670,3.0214,2.5888,2.7639,2.2107,48.7304
21 Jun 2004,3.8000,6.9865,4.6090,3.5047,3.0542,2.6150,2.7889,2.2145,48.7336
22 Jun 2004,3.8000,6.9572,4.6064,3.5005,3.0490,2.6193,2.7846,2.2075,48.7248
23 Jun 2004,3.8000,6.9268,4.6119,3.4930,3.0477,2.6138,2.8002,2.2119,48.7242
24 Jun 2004,3.8000,6.8905,4.5868,3.5063,3.0289,2.6207,2.7918,2.2150,48.7279
25 Jun 2004,3.8000,6.9274,4.6191,3.5398,3.0511,2.6625,2.8222,2.2285,48.7373
28 Jun 2004,3.8000,6.9325,4.6237,3.5316,3.0426,2.6511,2.8149,2.2268,48.7304
29 Jun 2004,3.8000,6.9458,4.6276,3.5101,3.0406,2.6572,2.8258,2.2207,48.7254
30 Jun 2004,3.8000,6.8719,4.5933,3.4991,3.0036,2.6173,2.8218,2.2139,48.7229
1 Jul 2004,3.8000,6.9006,4.6216,3.5148,3.0342,2.6515,2.8465,2.2132,48.7211
2 Jul 2004,3.8000,6.9185,4.6275,3.4854,3.0458,2.6781,2.8508,2.2124,48.7198
5 Jul 2004,3.8000,6.9675,4.6795,3.5015,3.0840,2.7115,2.8719,2.2190,48.7198
6 Jul 2004,3.8000,6.9599,4.6738,3.4670,3.0759,2.7195,2.8728,2.2135,48.7198
7 Jul 2004,3.8000,7.0055,4.6780,3.4848,3.0809,2.7248,2.8672,2.2174,48.7179
8 Jul 2004,3.8000,7.0443,4.6957,3.4963,3.0919,2.7396,2.8743,2.2255,48.7201
9 Jul 2004,3.8000,7.0450,4.7137,3.5002,3.1050,2.7446,2.8896,2.2302,48.7258
12 Jul 2004,3.8000,7.0557,4.7101,3.5200,3.1027,2.7510,2.8833,2.2363,48.7236
13 Jul 2004,3.8000,7.0617,4.7016,3.4963,3.0832,2.7579,2.8745,2.2346,48.7201
14 Jul 2004,3.8000,7.0595,4.6894,3.4877,3.0758,2.7580,2.8817,2.2333,48.7211
15 Jul 2004,3.8000,7.0429,4.7035,3.4683,3.0906,2.7522,2.8706,2.2263,48.7204
16 Jul 2004,3.8000,7.0401,4.6995,3.4722,3.0772,2.7465,2.8769,2.2277,48.7186
19 Jul 2004,3.8000,7.1233,4.7327,3.5005,3.1023,2.7879,2.9044,2.2361,48.7192
20 Jul 2004,3.8000,7.0906,4.7230,3.5002,3.0892,2.7810,2.9032,2.2324,48.7189
21 Jul 2004,3.8000,7.0344,4.6789,3.5009,3.0528,2.7605,2.8920,2.2268,48.7198
22 Jul 2004,3.8000,6.9930,4.6611,3.4638,3.0378,2.7123,2.8706,2.2139,48.7186
23 Jul 2004,3.8000,7.0025,4.6518,3.4627,3.0415,2.7134,2.8852,2.2105,48.7176
26 Jul 2004,3.8000,6.9778,4.6104,3.4645,3.0070,2.7035,2.8796,2.2055,48.7198
27 Jul 2004,3.8000,7.0045,4.6136,3.4578,3.0044,2.7050,2.8536,2.2069,48.7198
28 Jul 2004,3.8000,6.9329,4.5864,3.4236,2.9812,2.6663,2.8474,2.2034,48.7192
29 Jul 2004,3.8000,6.9316,4.5830,3.4021,2.9803,2.6518,2.8579,2.2032,48.7217
30 Jul 2004,3.8000,6.9073,4.5777,3.3951,2.9689,2.6572,2.8657,2.2034,48.7211
2 Aug 2004,3.8000,6.9253,4.5838,3.4239,2.9833,2.6663,2.8613,2.2148,48.7201
3 Aug 2004,3.8000,6.9420,4.5701,3.4338,2.9712,2.6686,2.8557,2.2125,48.7229
4 Aug 2004,3.8000,6.9209,4.5718,3.4162,2.9659,2.6701,2.8810,2.2074,48.7183
5 Aug 2004,3.8000,6.9367,4.5800,3.4233,2.9793,2.6762,2.8892,2.2080,48.7189
6 Aug 2004,3.8000,6.9293,4.5860,3.4021,2.9821,2.6705,2.8800,2.2048,48.7223
9 Aug 2004,3.8000,6.9994,4.6668,3.4455,3.0349,2.7206,2.8978,2.2152,48.7336
10 Aug 2004,3.8000,6.9975,4.6639,3.4372,3.0310,2.7187,2.8861,2.2188,48.7236
11 Aug 2004,3.8000,6.9462,4.6491,3.4122,3.0115,2.7062,2.8772,2.2135,48.7261
12 Aug 2004,3.8000,6.9618,4.6493,3.4310,3.0167,2.7142,2.8689,2.2195,48.7358
13 Aug 2004,3.8000,6.9185,4.6468,3.4012,3.0208,2.6936,2.8551,2.2122,48.7236
16 Aug 2004,3.8000,7.0004,4.7023,3.4363,3.0659,2.7263,2.8965,2.2141,48.7217
17 Aug 2004,3.8000,6.9949,4.6970,3.4381,3.0635,2.7297,2.9075,2.2180,48.7211
18 Aug 2004,3.8000,6.9506,4.6921,3.4534,3.0539,2.7206,2.9096,2.2170,48.7198
19 Aug 2004,3.8000,6.9282,4.6875,3.4676,3.0509,2.7161,2.9156,2.2174,48.7211
20 Aug 2004,3.8000,6.9650,4.7033,3.4832,3.0590,2.7533,2.9288,2.2246,48.7236
23 Aug 2004,3.8000,6.9027,4.6732,3.4797,3.0347,2.7434,2.9227,2.2283,48.7214
24 Aug 2004,3.8000,6.8605,4.6117,3.4549,2.9932,2.7018,2.9118,2.2202,48.7186
25 Aug 2004,3.8000,6.8189,4.5866,3.4678,2.9838,2.6849,2.9090,2.2207,48.7189
26 Aug 2004,3.8000,6.8210,4.5898,3.4513,2.9817,2.6807,2.9100,2.2187,48.7204
27 Aug 2004,3.8000,6.8366,4.6052,3.4759,2.9901,2.6838,2.9078,2.2209,48.7183
30 Aug 2004,3.8000,6.8007,4.5621,3.4478,2.9619,2.6537,2.8848,2.2166,48.7179
1 Sep 2004,3.8000,6.8506,4.6322,3.4791,3.0038,2.6800,2.8936,2.2242,48.7192
2 Sep 2004,3.8000,6.8117,4.6299,3.4684,3.0134,2.6625,2.9064,2.2272,48.7189
3 Sep 2004,3.8000,6.8075,4.6256,3.4683,3.0138,2.6537,2.9203,2.2319,48.7245
6 Sep 2004,3.8000,6.7503,4.5841,3.4428,2.9926,2.6264,2.9272,2.2293,48.7211
7 Sep 2004,3.8000,6.7714,4.5822,3.4513,2.9894,2.6359,2.9232,2.2302,48.7201
8 Sep 2004,3.8000,6.7513,4.6001,3.4743,2.9976,2.6237,2.9475,2.2368,48.7211
9 Sep 2004,3.8000,6.7883,4.6339,3.4762,3.0166,2.6385,2.9440,2.2375,48.7261
10 Sep 2004,3.8000,6.7952,4.6537,3.4550,3.0216,2.6241,2.9521,2.2366,48.7211
13 Sep 2004,3.8000,6.8328,4.6641,3.4684,3.0222,2.6511,2.9443,2.2358,48.7229
14 Sep 2004,3.8000,6.8358,4.6628,3.4580,3.0210,2.6598,2.9205,2.2444,48.7198
15 Sep 2004,3.8000,6.8136,4.6501,3.4629,3.0143,2.6594,2.9347,2.2485,48.7267
16 Sep 2004,3.8000,6.7591,4.6176,3.4578,2.9937,2.6465,2.9313,2.2489,48.7211
17 Sep 2004,3.8000,6.8149,4.6328,3.4686,2.9959,2.6528,2.9456,2.2500,48.7198
20 Sep 2004,3.8000,6.8037,4.6240,3.4539,2.9908,2.6549,2.9243,2.2475,48.7192
21 Sep 2004,3.8000,6.7847,4.6276,3.4519,2.9867,2.6602,2.9342,2.2456,48.7192
22 Sep 2004,3.8000,6.8307,4.6835,3.4607,3.0278,2.6796,2.9504,2.2503,48.7211
23 Sep 2004,3.8000,6.8201,4.6651,3.4305,3.0186,2.6906,2.9592,2.2422,48.7254
24 Sep 2004,3.8000,6.8277,4.6677,3.4364,3.0165,2.7047,2.9677,2.2460,48.7242
27 Sep 2004,3.8000,6.8641,4.6670,3.4350,3.0148,2.7054,2.9779,2.2483,48.7229
28 Sep 2004,3.8000,6.8812,4.6715,3.4139,3.0129,2.7161,2.9852,2.2421,48.7220
29 Sep 2004,3.8000,6.8900,4.6850,3.4202,3.0189,2.7267,2.9878,2.2435,48.7229
30 Sep 2004,3.8000,6.8347,4.6826,3.4264,3.0146,2.7221,2.9915,2.2475,48.7248
1 Oct 2004,3.8000,6.8772,4.7221,3.4500,3.0472,2.7575,3.0119,2.2535,48.7323
4 Oct 2004,3.8000,6.8100,4.6976,3.4319,3.0285,2.7423,3.0074,2.2533,48.7236
5 Oct 2004,3.8000,6.7841,4.6622,3.4282,3.0017,2.7389,2.9862,2.2540,48.7286
6 Oct 2004,3.8000,6.7800,4.6807,3.4202,3.0124,2.7522,3.0110,2.2502,48.7286
7 Oct 2004,3.8000,6.7693,4.6704,3.4156,3.0053,2.7541,3.0134,2.2475,48.7317
8 Oct 2004,3.8000,6.7773,4.6770,3.4285,3.0124,2.7617,3.0131,2.2554,48.7711
11 Oct 2004,3.8000,6.8142,4.7107,3.4705,3.0370,2.7845,3.0313,2.2573,48.7642
12 Oct 2004,3.8000,6.8221,4.6993,3.4635,3.0331,2.7860,3.0284,2.2553,48.7711
13 Oct 2004,3.8000,6.8028,4.6786,3.4613,3.0225,2.7704,3.0238,2.2561,48.7570
14 Oct 2004,3.8000,6.8183,4.6945,3.4616,3.0351,2.7560,3.0242,2.2555,48.7692
15 Oct 2004,3.8000,6.8263,4.7084,3.4706,3.0526,2.7719,3.0231,2.2610,48.7952
18 Oct 2004,3.8000,6.8563,4.7430,3.4771,3.0810,2.7776,3.0327,2.2643,48.7886
19 Oct 2004,3.8000,6.8265,4.7348,3.4732,3.0767,2.7510,3.0187,2.2623,48.7711
20 Oct 2004,3.8000,6.8442,4.7510,3.4983,3.0877,2.7624,3.0193,2.2693,48.8024
21 Oct 2004,3.8000,6.9029,4.7821,3.5219,3.1104,2.7955,3.0510,2.2724,48.8059
22 Oct 2004,3.8000,6.9455,4.7920,3.5285,3.1145,2.7997,3.0553,2.2743,48.7946
25 Oct 2004,3.8000,6.9873,4.8547,3.5576,3.1660,2.8293,3.1089,2.2852,48.8074
26 Oct 2004,3.8000,7.0051,4.8748,3.5632,3.1838,2.8456,3.1144,2.2860,48.8557
27 Oct 2004,3.8000,6.9656,4.8403,3.5491,3.1580,2.8304,3.0951,2.2787,48.8275
28 Oct 2004,3.8000,6.9629,4.8338,3.7545,3.1530,2.8434,3.1028,2.2868,48.8727
29 Oct 2004,3.8000,6.9607,4.8431,3.5800,3.1639,2.8331,3.1060,2.2868,48.8510
1 Nov 2004,3.8000,6.9774,4.8568,3.5783,3.1739,2.8409,3.1182,2.2837,48.8444
2 Nov 2004,3.8000,6.9641,4.8399,3.5694,3.1602,2.8304,3.1088,2.2812,48.8438
3 Nov 2004,3.8000,6.9823,4.8283,3.5775,3.1483,2.8339,3.1012,2.2791,48.8281
4 Nov 2004,3.8000,7.0209,4.8714,3.5753,3.1827,2.8741,3.1495,2.2859,48.8507
5 Nov 2004,3.8000,7.0116,4.8973,3.5864,3.2031,2.8760,3.1495,2.2976,48.8872
8 Nov 2004,3.8000,7.0488,4.9286,3.6070,3.2247,2.8918,3.1774,2.3012,48.9023
9 Nov 2004,3.8000,7.0475,4.9113,3.5995,3.2160,2.8772,3.1818,2.2998,48.8702
10 Nov 2004,3.8000,7.0501,4.9007,3.5913,3.2100,2.8890,3.1684,2.2979,48.8576
12 Nov 2004,3.8000,7.0146,4.9068,3.5858,3.2288,2.9057,3.1807,2.2991,48.8579
17 Nov 2004,3.8000,7.0397,4.9229,3.6034,3.2332,2.9372,3.1790,2.3018,48.8620
18 Nov 2004,3.8000,7.0676,4.9539,3.6558,3.2674,2.9733,3.1851,2.3091,48.8859
19 Nov 2004,3.8000,7.0355,4.9261,3.6479,3.2477,2.9482,3.1521,2.3015,48.8488
22 Nov 2004,3.8000,7.0560,4.9518,3.6783,3.2690,2.9705,3.1808,2.3106,48.8831
23 Nov 2004,3.8000,7.0515,4.9402,3.6759,3.2547,2.9634,3.1987,2.3071,48.8652
24 Nov 2004,3.8000,7.0982,4.9729,3.6694,3.2807,2.9851,3.2072,2.3128,48.8689
25 Nov 2004,3.8000,7.1499,5.0061,3.6945,3.3163,2.9878,3.2209,2.3155,48.9007
26 Nov 2004,3.8000,7.1936,5.0430,3.7046,3.3366,3.0102,3.2290,2.3185,48.8815
29 Nov 2004,3.8000,7.1814,5.0360,3.6925,3.3239,2.9847,3.2197,2.3187,48.8677
30 Nov 2004,3.8000,7.1786,5.0379,3.6834,3.3239,2.9505,3.2012,2.3147,48.8664
1 Dec 2004,3.8000,7.2635,5.0550,3.6965,3.3367,2.9513,3.1985,2.3242,48.8774
2 Dec 2004,3.8000,7.3500,5.0776,3.7133,3.3388,2.9684,3.2124,2.3283,48.8947
3 Dec 2004,3.8000,7.3053,5.0487,3.6736,3.3012,2.9450,3.1899,2.3119,48.8821
6 Dec 2004,3.8000,7.3802,5.1112,3.7217,3.3579,2.9707,3.1859,2.3269,48.8935
7 Dec 2004,3.8000,7.3768,5.0992,3.6934,3.3380,2.9482,3.1673,2.3243,48.8954
8 Dec 2004,3.8000,7.3806,5.0916,3.6863,3.3247,2.9142,3.1374,2.3154,48.8991
9 Dec 2004,3.8000,7.3329,5.0531,3.6440,3.2985,2.8772,3.1181,2.3090,48.8960
10 Dec 2004,3.8000,7.2781,5.0327,3.6111,3.2858,2.8593,3.0965,2.2926,48.8633
13 Dec 2004,3.8000,7.2895,5.0468,3.6220,3.2869,2.8635,3.1065,2.3015,48.8746
14 Dec 2004,3.8000,7.2992,5.0523,3.6216,3.2896,2.8890,3.0923,2.3068,48.8671
15 Dec 2004,3.8000,7.3165,5.0513,3.6086,3.2899,2.8734,3.0746,2.3032,48.8677
16 Dec 2004,3.8000,7.3783,5.0969,3.6447,3.3297,2.9080,3.1052,2.3152,48.8715
17 Dec 2004,3.8000,7.3414,5.0354,3.6345,3.2821,2.8901,3.0830,2.3093,48.8576
20 Dec 2004,3.8000,7.3705,5.0627,3.6385,3.2882,2.9042,3.0931,2.3100,48.8444
21 Dec 2004,3.8000,7.3927,5.0897,3.6575,3.3075,2.9178,3.0961,2.3151,48.8432
22 Dec 2004,3.8000,7.3285,5.0751,3.6418,3.2910,2.9049,3.0943,2.3159,48.8379
23 Dec 2004,3.8000,7.2924,5.1044,3.6560,3.3075,2.9085,3.0664,2.3169,48.8319
24 Dec 2004,3.8000,7.3028,5.1317,3.6632,3.3215,2.9163,3.0805,2.3159,48.8262
27 Dec 2004,3.8000,7.3101,5.1437,3.6641,3.3257,2.9300,3.0943,2.3128,48.8244
28 Dec 2004,3.8000,7.3439,5.1691,3.6820,3.3443,2.9562,3.1176,2.3227,48.8262
29 Dec 2004,3.8000,7.3249,5.1614,3.6740,3.3455,2.9555,3.1223,2.3217,48.8796
30 Dec 2004,3.8000,7.3019,5.1752,3.6595,3.3535,2.9460,3.1401,2.3215,48.8564
31 Dec 2004,3.8000,7.3169,5.1729,3.7026,3.3517,2.9589,3.1554,2.3258,48.8784
3 Jan 2005,3.8000,7.2485,5.1211,3.6940,3.3123,2.9446,3.1415,2.3202,48.8548
4 Jan 2005,3.8000,7.2479,5.1245,3.7017,3.3178,2.9581,3.1500,2.3219,48.8303
5 Jan 2005,3.8000,7.1560,5.0403,3.6374,3.2504,2.9061,3.1052,2.3072,48.7889
6 Jan 2005,3.8000,7.1600,5.0392,3.6456,3.2537,2.9030,3.1019,2.3062,48.7924
7 Jan 2005,3.8000,7.1353,5.0141,3.6277,3.2396,2.8950,3.0733,2.3081,48.7645
10 Jan 2005,3.8000,7.1210,4.9721,3.6317,3.2112,2.8802,3.0888,2.3054,48.7536
11 Jan 2005,3.8000,7.1440,4.9892,3.6531,3.2291,2.8890,3.1100,2.3150,48.7511
12 Jan 2005,3.8000,7.1326,4.9831,3.6731,3.2143,2.8890,3.1155,2.3172,48.7492
13 Jan 2005,3.8000,7.1809,5.0369,3.7044,3.2541,2.9099,3.1605,2.3274,48.7742
