Date,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100
13 Oct 2006,3.6810,6.8531,4.6276,3.0869,2.9049,2.7650,3.2485,2.3251,47.2611
16 Oct 2006,3.6860,6.8351,4.6084,3.0790,2.8931,2.7654,3.2394,2.3250,47.3298
17 Oct 2006,3.6785,6.8525,4.6116,3.0895,2.8966,2.7745,3.2324,2.3250,47.2651
18 Oct 2006,3.6720,6.8698,4.6067,3.0963,2.8964,2.7681,3.2206,2.3282,47.1807
19 Oct 2006,3.6725,6.8615,4.6066,3.0899,2.8934,2.7733,3.2330,2.3317,47.1577
20 Oct 2006,3.6760,6.9000,4.6452,3.1067,2.9238,2.7895,3.2570,2.3382,47.1948
26 Oct 2006,3.6705,6.9063,4.6386,3.0901,2.9114,2.8012,3.2678,2.3401,47.1653
27 Oct 2006,3.6545,6.9073,4.6425,3.0836,2.9165,2.7939,3.2535,2.3339,46.9495
30 Oct 2006,3.6400,6.9073,4.6334,3.1041,2.9149,2.8033,3.2541,2.3345,46.8203
31 Oct 2006,3.6480,6.9310,4.6382,3.1035,2.9195,2.8055,3.2428,2.3352,46.9145
1 Nov 2006,3.6460,6.9551,4.6532,3.1165,2.9308,2.8220,3.2449,2.3407,46.8767
2 Nov 2006,3.6590,6.9792,4.6667,3.1205,2.9374,2.8260,3.2302,2.3427,47.0454
3 Nov 2006,3.6485,6.9628,4.6621,3.1150,2.9304,2.8256,3.2184,2.3376,46.9119
6 Nov 2006,3.6575,6.9527,4.6467,3.0976,2.9155,2.8165,3.2337,2.3345,47.0143
7 Nov 2006,3.6520,6.9430,4.6525,3.0932,2.9131,2.8195,3.2339,2.3360,46.9119
8 Nov 2006,3.6445,6.9470,4.6558,3.0984,2.9181,2.8148,3.2219,2.3356,46.8123
9 Nov 2006,3.6478,6.9442,4.6543,3.0935,2.9162,2.7951,3.2250,2.3360,46.8603
10 Nov 2006,3.6405,6.9530,4.6815,3.0995,2.9390,2.7979,3.2298,2.3370,46.7711
13 Nov 2006,3.6340,6.9560,4.6766,3.0987,2.9379,2.7853,3.2098,2.3368,46.6834
14 Nov 2006,3.6385,6.9270,4.6640,3.0917,2.9257,2.7807,3.1977,2.3372,46.7319
15 Nov 2006,3.6455,6.9102,4.6706,3.0965,2.9308,2.7903,3.2027,2.3401,46.8191
16 Nov 2006,3.6545,6.9061,4.6882,3.1006,2.9336,2.7970,3.2095,2.3441,46.9344
17 Nov 2006,3.6575,6.9041,4.6756,3.0913,2.9288,2.8033,3.2009,2.3425,46.9699
20 Nov 2006,3.6475,6.9089,4.6821,3.0931,2.9329,2.8040,3.1856,2.3417,46.8292
21 Nov 2006,3.6485,6.9228,4.6772,3.0900,2.9330,2.8097,3.1844,2.3434,46.8555
22 Nov 2006,3.6465,6.9376,4.6909,3.1009,2.9437,2.8142,3.1835,2.3417,46.8280
23 Nov 2006,3.6375,6.9625,4.7042,3.1176,2.9637,2.8183,3.1860,2.3419,46.7299
24 Nov 2006,3.6350,6.9667,4.7115,3.1278,2.9717,2.8206,3.1883,2.3461,46.7056
27 Nov 2006,3.6315,7.0431,4.7691,3.1391,3.0106,2.8324,3.2029,2.3415,46.6924
28 Nov 2006,3.6400,7.0600,4.7850,3.1391,3.0196,2.8356,3.2124,2.3483,46.8137
29 Nov 2006,3.6325,7.0901,4.7907,3.1369,3.0174,2.8424,3.2086,2.3501,46.7173
30 Nov 2006,3.6180,7.0473,4.7626,3.1124,2.9927,2.8389,3.1794,2.3430,46.5317
1 Dec 2006,3.5970,7.0785,4.7698,3.1115,3.0054,2.8432,3.1543,2.3314,46.2500
4 Dec 2006,3.5875,7.0980,4.7794,3.1023,3.0040,2.8214,3.1340,2.3249,46.1551
5 Dec 2006,3.5790,7.0734,4.7687,3.1004,2.9956,2.8194,3.1351,2.3220,46.0437
6 Dec 2006,3.5590,7.0208,4.7406,3.0982,2.9844,2.8018,3.1131,2.3150,45.8297
7 Dec 2006,3.5445,6.9701,4.7101,3.0791,2.9638,2.7915,3.0881,2.3030,45.6292
8 Dec 2006,3.5565,6.9818,4.7250,3.0866,2.9750,2.8087,3.0948,2.3095,45.7828
11 Dec 2006,3.5550,6.9317,4.6778,3.0464,2.9434,2.7818,3.0920,2.2994,45.7390
12 Dec 2006,3.5435,6.9497,4.6985,3.0341,2.9496,2.7813,3.0857,2.3018,45.5855
13 Dec 2006,3.5445,6.9882,4.7094,3.0317,2.9557,2.7948,3.0775,2.3019,45.6151
14 Dec 2006,3.5535,6.9880,4.6938,3.0235,2.9453,2.7943,3.0744,2.3068,45.7268
15 Dec 2006,3.5488,6.9586,4.6661,3.0103,2.9220,2.7749,3.0672,2.3042,45.6633
18 Dec 2006,3.5540,6.9445,4.6525,3.0106,2.9123,2.7755,3.0704,2.3058,45.7165
19 Dec 2006,3.5620,6.9409,4.6635,3.0190,2.9143,2.7805,3.0816,2.3034,45.8173
20 Dec 2006,3.5555,7.0180,4.7078,3.0113,2.9350,2.7907,3.0853,2.3081,45.7278
21 Dec 2006,3.5470,6.9768,4.6787,2.9966,2.9161,2.7867,3.0892,2.3014,45.6262
22 Dec 2006,3.5402,6.9562,4.6692,2.9920,2.9115,2.7809,3.0749,2.2981,45.5314
26 Dec 2006,3.5385,6.9321,4.6471,2.9749,2.9008,2.7779,3.0537,2.2970,45.4808
27 Dec 2006,3.5380,6.9279,4.6452,2.9777,2.8989,2.7764,3.0444,2.2985,45.4925
28 Dec 2006,3.5303,6.9095,4.6315,2.9722,2.8798,2.7743,3.0395,2.2975,45.4069
29 Dec 2006,3.5315,6.9315,4.6460,2.9675,2.8915,2.7936,3.0437,2.3028,45.4288
3 Jan 2007,3.5130,6.9382,4.6686,2.9594,2.8972,2.8021,3.0156,2.2969,45.1322
4 Jan 2007,3.5165,6.8665,4.6339,2.9455,2.8701,2.7817,3.0004,2.2942,45.1542
5 Jan 2007,3.5150,6.8149,4.5959,2.9693,2.8538,2.7522,2.9858,2.2874,45.1286
8 Jan 2007,3.5200,6.7890,4.5744,2.9718,2.8462,2.7433,2.9997,2.2867,45.1676
9 Jan 2007,3.5065,6.8138,4.5737,2.9482,2.8364,2.7465,2.9877,2.2829,44.9791
10 Jan 2007,3.5160,6.8082,4.5601,2.9478,2.8282,2.7430,2.9881,2.2874,45.0873
11 Jan 2007,3.5150,6.7955,4.5535,2.9363,2.8239,2.7482,2.9921,2.2841,45.0898
12 Jan 2007,3.5185,6.8442,4.5378,2.9169,2.8181,2.7443,2.9905,2.2737,45.1153
15 Jan 2007,3.5068,6.8762,4.5358,2.9161,2.8127,2.7531,2.9988,2.2736,44.9727
16 Jan 2007,3.5045,6.8844,4.5332,2.9090,2.8072,2.7437,2.9988,2.2756,44.9341
17 Jan 2007,3.5025,6.8684,4.5258,2.8991,2.8057,2.7419,2.9786,2.2762,44.8837
18 Jan 2007,3.5020,6.9115,4.5430,2.8989,2.8159,2.7601,2.9855,2.2782,44.8589
19 Jan 2007,3.5020,6.9196,4.5508,2.8879,2.8114,2.7650,2.9795,2.2798,44.8448
22 Jan 2007,3.5045,6.9214,4.5467,2.8885,2.8089,2.7677,2.9878,2.2797,44.8840
23 Jan 2007,3.5035,6.9320,4.5332,2.8787,2.8025,2.7630,2.9649,2.2754,44.9109
24 Jan 2007,3.5015,6.9394,4.5623,2.8780,2.8162,2.7418,2.9646,2.2808,44.8798
25 Jan 2007,3.5003,6.8825,4.5358,2.9038,2.8048,2.7277,2.9707,2.2801,44.8508
26 Jan 2007,3.5043,6.8867,4.5291,2.8837,2.8041,2.7135,2.9620,2.2766,44.8788
29 Jan 2007,3.5043,6.8643,4.5228,2.8776,2.7931,2.7104,2.9678,2.2742,44.8725
30 Jan 2007,3.5025,6.8765,4.5420,2.8769,2.7979,2.7067,2.9628,2.2768,44.8429
31 Jan 2007,3.5015,6.8755,4.5388,2.8808,2.7962,2.7044,2.9659,2.2784,44.8502
2 Feb 2007,3.5005,6.8865,4.5578,2.8988,2.8140,2.7050,2.9709,2.2785,44.8520
5 Feb 2007,3.5005,6.8762,4.5291,2.8969,2.8010,2.7078,2.9530,2.2801,44.8250
6 Feb 2007,3.4960,6.8567,4.5181,2.9072,2.8007,2.7092,2.9559,2.2807,44.7780
7 Feb 2007,3.4935,6.8831,4.5367,2.9052,2.8172,2.7139,2.9540,2.2812,44.7357
8 Feb 2007,3.4955,6.8933,4.5504,2.8924,2.8148,2.7309,2.9493,2.2803,44.7304
9 Feb 2007,3.4935,6.8448,4.5553,2.8806,2.8005,2.7263,2.9552,2.2804,44.7116
12 Feb 2007,3.4950,6.8254,4.5503,2.8660,2.8014,2.7060,2.9771,2.2769,44.7277
13 Feb 2007,3.4970,6.8137,4.5319,2.8797,2.7907,2.7013,2.9743,2.2670,44.7579
14 Feb 2007,3.4990,6.8122,4.5616,2.8859,2.8068,2.7303,2.9967,2.2740,44.7809
15 Feb 2007,3.4965,6.8633,4.5921,2.9102,2.8224,2.7397,3.0021,2.2769,44.7764
16 Feb 2007,3.4925,6.8179,4.5877,2.9257,2.8292,2.7404,2.9993,2.2770,44.7129
21 Feb 2007,3.4950,6.8270,4.5916,2.9127,2.8258,2.7497,2.9868,2.2787,44.7300
22 Feb 2007,3.4945,6.8270,4.5904,2.8872,2.8212,2.7654,3.0087,2.2781,44.7307
23 Feb 2007,3.4953,6.8381,4.5863,2.8763,2.8200,2.7560,3.0071,2.2791,44.7444
26 Feb 2007,3.4913,6.8570,4.6060,2.8893,2.8382,2.7658,3.0129,2.2840,44.7118
27 Feb 2007,3.4920,6.8592,4.6044,2.8989,2.8410,2.7732,3.0116,2.2868,44.6970
28 Feb 2007,3.5060,6.8830,4.6332,2.9595,2.8758,2.7604,3.0040,2.2920,44.8817
1 Mar 2007,3.5050,6.8798,4.6354,2.9634,2.8761,2.7551,2.9994,2.2943,44.8680
2 Mar 2007,3.5140,6.8769,4.6288,2.9833,2.8722,2.7585,2.9945,2.2999,44.9835
5 Mar 2007,3.5153,6.7872,4.6210,3.0379,2.8912,2.7313,2.9860,2.3031,44.9877
6 Mar 2007,3.5160,6.7792,4.6091,3.0195,2.8751,2.7223,2.9809,2.2977,44.9996
7 Mar 2007,3.5100,6.7741,4.6071,3.0135,2.8682,2.7229,2.9823,2.2957,44.8996
8 Mar 2007,3.5115,6.7781,4.6238,3.0168,2.8815,2.7251,2.9820,2.3000,44.9242
9 Mar 2007,3.5065,6.7723,4.6130,2.9882,2.8598,2.7314,2.9719,2.2967,44.8754
12 Mar 2007,3.5005,6.7701,4.5900,2.9605,2.8343,2.7332,2.9873,2.2917,44.7964
13 Mar 2007,3.5023,6.7658,4.6186,2.9825,2.8593,2.7517,2.9908,2.2926,44.8165
14 Mar 2007,3.5175,6.7886,4.6406,3.0259,2.8907,2.7509,2.9936,2.2924,45.0099
15 Mar 2007,3.5090,6.7924,4.6421,2.9944,2.8851,2.7588,2.9868,2.2898,44.9080
16 Mar 2007,3.5128,6.8067,4.6702,3.0025,2.9020,2.7795,2.9874,2.2967,44.9704
19 Mar 2007,3.5040,6.8021,4.6624,2.9893,2.9009,2.7864,2.9787,2.2972,44.8584
20 Mar 2007,3.4965,6.8000,4.6474,2.9683,2.8796,2.7918,2.9668,2.2899,44.7543
21 Mar 2007,3.4815,6.8290,4.6358,2.9697,2.8724,2.7934,2.9965,2.2832,44.5641
22 Mar 2007,3.4640,6.8196,4.6379,2.9477,2.8664,2.7949,2.9949,2.2834,44.3483
23 Mar 2007,3.4695,6.8111,4.6215,2.9361,2.8537,2.7935,3.0009,2.2849,44.4173
26 Mar 2007,3.4538,6.7661,4.5811,2.9285,2.8318,2.7766,2.9716,2.2748,44.2035
27 Mar 2007,3.4520,6.7953,4.6007,2.9210,2.8371,2.7959,2.9757,2.2748,44.1774
28 Mar 2007,3.4605,6.8032,4.6208,2.9471,2.8572,2.7938,2.9930,2.2815,44.2933
29 Mar 2007,3.4605,6.7978,4.6099,2.9508,2.8450,2.7900,2.9833,2.2797,44.2910
30 Mar 2007,3.4560,6.7867,4.6105,2.9339,2.8418,2.7912,2.9825,2.2781,44.2294
2 Apr 2007,3.4540,6.7970,4.6125,2.9310,2.8413,2.8083,2.9970,2.2760,44.1965
3 Apr 2007,3.4630,6.8521,4.6285,2.9354,2.8492,2.8204,2.9955,2.2804,44.3128
4 Apr 2007,3.4570,6.8224,4.6099,2.9076,2.8286,2.8041,2.9827,2.2782,44.2289
5 Apr 2007,3.4540,6.8230,4.6170,2.9118,2.8315,2.8261,2.9793,2.2829,44.1872
6 Apr 2007,3.4493,6.7967,4.6294,2.9026,2.8374,2.8230,2.9945,2.2815,44.1284
9 Apr 2007,3.4465,6.7705,4.6054,2.8878,2.8181,2.8110,2.9901,2.2785,44.0929
10 Apr 2007,3.4490,6.7859,4.6256,2.8972,2.8235,2.8377,2.9969,2.2752,44.1277
11 Apr 2007,3.4480,6.8115,4.6277,2.8949,2.8312,2.8417,3.0054,2.2711,44.1333
12 Apr 2007,3.4515,6.8207,4.6473,2.8902,2.8276,2.8490,3.0251,2.2711,44.1676
13 Apr 2007,3.4417,6.8245,4.6514,2.8956,2.8331,2.8642,3.0337,2.2696,44.0372
16 Apr 2007,3.4375,6.8351,4.6614,2.8819,2.8331,2.8640,3.0269,2.2708,43.9913
17 Apr 2007,3.4352,6.8361,4.6503,2.8726,2.8307,2.8610,3.0337,2.2696,43.9718
18 Apr 2007,3.4310,6.8920,4.6608,2.8908,2.8420,2.8712,3.0376,2.2681,43.9196
19 Apr 2007,3.4250,6.8654,4.6592,2.9051,2.8514,2.8553,3.0338,2.2674,43.8330
20 Apr 2007,3.4240,6.8603,4.6640,2.8856,2.8408,2.8602,3.0357,2.2676,43.8137
23 Apr 2007,3.4230,6.8554,4.6500,2.8861,2.8337,2.8573,3.0462,2.2639,43.8009
24 Apr 2007,3.4240,6.8389,4.6423,2.8896,2.8315,2.8274,3.0483,2.2595,43.8090
25 Apr 2007,3.4205,6.8528,4.6633,2.8877,2.8465,2.8388,3.0531,2.2627,43.7564
27 Apr 2007,3.4213,6.8160,4.6543,2.8614,2.8320,2.8258,3.0507,2.2559,43.7411
30 Apr 2007,3.4230,6.8332,4.6709,2.8635,2.8415,2.8344,3.0668,2.2524,43.7645
3 May 2007,3.4223,6.8116,4.6539,2.8470,2.8197,2.8222,3.0899,2.2459,43.7550
4 May 2007,3.4200,6.7949,4.6322,2.8431,2.8130,2.8018,3.0873,2.2449,43.7298
7 May 2007,3.4190,6.8247,4.6517,2.8536,2.8260,2.8198,3.0917,2.2577,43.7383
8 May 2007,3.4140,6.8128,4.6473,2.8499,2.8181,2.8348,3.0998,2.2544,43.6654
9 May 2007,3.4090,6.7849,4.6163,2.8464,2.7989,2.8240,3.0817,2.2474,43.5961
10 May 2007,3.4017,6.7809,4.6021,2.8337,2.7903,2.8294,3.0745,2.2446,43.5034
11 May 2007,3.4078,6.7509,4.5938,2.8426,2.7929,2.8218,3.0687,2.2433,43.5685
14 May 2007,3.4015,6.7489,4.6089,2.8299,2.7946,2.8333,3.0643,2.2470,43.5275
15 May 2007,3.4021,6.7350,4.6076,2.8257,2.7921,2.8320,3.0775,2.2446,43.5401
16 May 2007,3.4013,6.7517,4.6231,2.8278,2.8004,2.8307,3.0963,2.2416,43.5095
17 May 2007,3.4007,6.7275,4.6007,2.8145,2.7817,2.8109,3.0823,2.2367,43.4931
18 May 2007,3.4015,6.7166,4.5874,2.8042,2.7707,2.7965,3.0931,2.2275,43.4841
21 May 2007,3.3920,6.6977,4.5846,2.7967,2.7630,2.7925,3.1138,2.2255,43.3724
22 May 2007,3.3920,6.6846,4.5638,2.7914,2.7556,2.7826,3.1232,2.2152,43.3635
23 May 2007,3.3880,6.6899,4.5591,2.7838,2.7559,2.7821,3.1157,2.2154,43.3065
24 May 2007,3.3855,6.7231,4.5543,2.7850,2.7573,2.7854,3.1245,2.2188,43.2724
25 May 2007,3.3905,6.7332,4.5507,2.7994,2.7607,2.7780,3.1268,2.2207,43.3341
28 May 2007,3.3880,6.7240,4.5596,2.7854,2.7614,2.7753,3.1378,2.2182,43.3090
29 May 2007,3.3868,6.7166,4.5499,2.7904,2.7556,2.7695,3.1310,2.2171,43.3113
30 May 2007,3.3990,6.7366,4.5715,2.7991,2.7764,2.7833,3.1661,2.2248,43.5083
31 May 2007,3.4045,6.7278,4.5724,2.8004,2.7782,2.7995,3.1704,2.2265,43.6002
1 Jun 2007,3.3980,6.7272,4.5708,2.7888,2.7727,2.8164,3.1761,2.2216,43.4866
4 Jun 2007,3.3950,6.7333,4.5651,2.7832,2.7616,2.8258,3.1985,2.2202,43.4702
5 Jun 2007,3.3995,6.7728,4.5910,2.7919,2.7811,2.8401,3.2127,2.2218,43.5440
6 Jun 2007,3.4165,6.8161,4.6213,2.8152,2.8045,2.8793,3.2266,2.2319,43.7519
7 Jun 2007,3.4345,6.8446,4.6388,2.8353,2.8221,2.9085,3.2470,2.2410,43.9658
8 Jun 2007,3.4530,6.8328,4.6353,2.8468,2.8159,2.9112,3.2525,2.2459,44.1891
11 Jun 2007,3.4580,6.8017,4.6171,2.8436,2.7965,2.9052,3.2540,2.2415,44.2610
12 Jun 2007,3.4595,6.8240,4.6234,2.8433,2.7949,2.9200,3.2654,2.2462,44.2754
13 Jun 2007,3.4695,6.8493,4.6155,2.8484,2.7910,2.9198,3.2504,2.2499,44.3855
14 Jun 2007,3.4635,6.8302,4.6111,2.8214,2.7847,2.9022,3.2437,2.2471,44.3155
15 Jun 2007,3.4590,6.8141,4.6083,2.8116,2.7779,2.8960,3.2424,2.2445,44.2480
18 Jun 2007,3.4367,6.7970,4.6025,2.7823,2.7682,2.8953,3.2235,2.2343,43.9527
19 Jun 2007,3.4335,6.8128,4.6083,2.7771,2.7653,2.8956,3.2057,2.2327,43.9168
20 Jun 2007,3.4320,6.8211,4.6100,2.7828,2.7681,2.9052,3.2294,2.2371,43.9026
21 Jun 2007,3.4475,6.8666,4.6184,2.7880,2.7819,2.9130,3.2306,2.2417,44.1328
22 Jun 2007,3.4522,6.8790,4.6238,2.7873,2.7825,2.9218,3.2148,2.2454,44.1891
25 Jun 2007,3.4605,6.9191,4.6601,2.7931,2.8163,2.9381,3.2364,2.2491,44.2879
26 Jun 2007,3.4650,6.9265,4.6658,2.8069,2.8234,2.9361,3.2323,2.2533,44.3494
27 Jun 2007,3.4885,6.9683,4.6887,2.8368,2.8398,2.9415,3.2562,2.2677,44.6468
28 Jun 2007,3.4700,6.9357,4.6715,2.8230,2.8255,2.9202,3.2441,2.2590,44.4043
29 Jun 2007,3.4545,6.9171,4.6425,2.8000,2.8025,2.9249,3.2622,2.2547,44.1950
2 Jul 2007,3.4455,6.9229,4.6628,2.8019,2.8186,2.9340,3.2444,2.2559,44.0753
3 Jul 2007,3.4400,6.9399,4.6863,2.8120,2.8409,2.9476,3.2565,2.2588,44.0230
4 Jul 2007,3.4510,6.9650,4.6985,2.8216,2.8404,2.9598,3.2555,2.2657,44.1790
5 Jul 2007,3.4555,6.9651,4.7045,2.8145,2.8401,2.9621,3.2665,2.2720,44.2185
6 Jul 2007,3.4515,6.9417,4.6937,2.8046,2.8342,2.9591,3.2675,2.2702,44.1546
9 Jul 2007,3.4395,6.9174,4.6865,2.7815,2.8230,2.9523,3.2813,2.2636,43.9988
10 Jul 2007,3.4335,6.9218,4.6756,2.7859,2.8208,2.9501,3.2677,2.2626,43.9286
11 Jul 2007,3.4500,6.9856,4.7394,2.8352,2.8666,2.9661,3.2706,2.2760,44.1357
12 Jul 2007,3.4535,7.0194,4.7499,2.8225,2.8659,2.9767,3.2758,2.2780,44.1836
13 Jul 2007,3.4460,6.9914,4.7493,2.8136,2.8632,2.9875,3.2968,2.2752,44.0843
16 Jul 2007,3.4445,7.0123,4.7500,2.8252,2.8670,3.0052,3.2905,2.2709,44.0487
17 Jul 2007,3.4455,7.0176,4.7494,2.8259,2.8661,3.0105,3.3033,2.2720,44.0607
18 Jul 2007,3.4505,7.0820,4.7703,2.8334,2.8837,3.0307,3.3106,2.2729,44.1201
19 Jul 2007,3.4428,7.0676,4.7508,2.8230,2.8662,3.0215,3.2951,2.2697,44.0238
20 Jul 2007,3.4275,7.0221,4.7288,2.8049,2.8464,3.0198,3.2841,2.2672,43.8274
23 Jul 2007,3.4175,7.0342,4.7279,2.8245,2.8491,3.0113,3.2655,2.2618,43.7065
24 Jul 2007,3.4020,7.0212,4.7019,2.8224,2.8236,3.0077,3.2504,2.2609,43.4955
25 Jul 2007,3.4165,7.0325,4.7177,2.8444,2.8368,3.0265,3.2967,2.2663,43.6745
26 Jul 2007,3.4290,7.0319,4.7000,2.8434,2.8240,3.0328,3.2903,2.2700,43.8284
27 Jul 2007,3.4630,7.0940,4.7594,2.9062,2.8747,3.0327,3.2895,2.2855,44.2740
30 Jul 2007,3.4690,7.0204,4.7305,2.9269,2.8742,2.9530,3.2538,2.2902,44.3396
31 Jul 2007,3.4540,7.0197,4.7380,2.9044,2.8720,2.9708,3.2443,2.2851,44.1423
1 Aug 2007,3.4715,7.0430,4.7426,2.9324,2.8929,2.9548,3.2488,2.2850,44.3498
2 Aug 2007,3.4745,7.0539,4.7460,2.9297,2.8856,2.9587,3.2826,2.2829,44.3816
3 Aug 2007,3.4640,7.0520,4.7479,2.9049,2.8795,2.9688,3.2898,2.2811,44.2494
6 Aug 2007,3.4733,7.0939,4.7967,2.9533,2.9335,2.9674,3.2828,2.2874,44.3631
7 Aug 2007,3.4645,7.0378,4.7840,2.9191,2.9110,2.9710,3.2906,2.2879,44.2527
8 Aug 2007,3.4630,7.0017,4.7618,2.9124,2.8943,2.9638,3.2836,2.2877,44.2330
9 Aug 2007,3.4540,7.0377,4.7681,2.8854,2.8883,2.9875,3.2944,2.2872,44.1217
10 Aug 2007,3.4765,7.0257,4.7503,2.9433,2.9016,2.9430,3.2841,2.2866,44.4548
13 Aug 2007,3.4750,7.0308,4.7620,2.9376,2.8990,2.9484,3.2959,2.2894,44.4251
14 Aug 2007,3.4760,6.9927,4.7326,2.9461,2.8875,2.9176,3.2924,2.2847,44.4382
15 Aug 2007,3.4920,6.9569,4.7198,2.9774,2.8807,2.8984,3.2564,2.2798,44.6485
16 Aug 2007,3.5080,6.9572,4.7014,3.0261,2.8731,2.8083,3.2372,2.2797,44.8869
17 Aug 2007,3.5187,6.9567,4.7193,3.1155,2.8937,2.7525,3.2641,2.2872,45.0247
20 Aug 2007,3.5008,6.9268,4.7244,3.0581,2.9031,2.7787,3.3024,2.2920,44.7970
21 Aug 2007,3.4955,6.9471,4.7098,3.0360,2.8988,2.8130,3.3050,2.2908,44.7232
22 Aug 2007,3.4985,6.9344,4.7120,3.0596,2.9004,2.7974,3.2839,2.2884,44.8201
23 Aug 2007,3.4682,6.9247,4.7005,2.9930,2.8751,2.8244,3.2739,2.2770,44.3973
24 Aug 2007,3.4895,6.9947,4.7344,3.0039,2.8936,2.8640,3.3090,2.2901,44.6805
27 Aug 2007,3.4783,7.0106,4.7558,2.9942,2.8950,2.8882,3.3099,2.2897,44.5655
28 Aug 2007,3.4965,7.0170,4.7659,3.0274,2.9078,2.8795,3.3059,2.2970,44.8114
29 Aug 2007,3.5042,7.0148,4.7618,3.0664,2.9158,2.8332,3.2893,2.2960,44.9401
30 Aug 2007,3.5035,7.0601,4.7860,3.0259,2.9182,2.8625,3.3004,2.3007,44.8988
3 Sep 2007,3.4973,7.0529,4.7697,3.0181,2.8976,2.8725,3.3193,2.2959,44.8541
4 Sep 2007,3.5042,7.0753,4.7684,3.0249,2.8974,2.8894,3.3285,2.3008,44.9490
5 Sep 2007,3.5070,7.0643,4.7760,3.0234,2.8989,2.8935,3.3402,2.2984,45.0031
6 Sep 2007,3.5090,7.0898,4.7886,3.0418,2.9122,2.8884,3.3340,2.2991,45.0302
7 Sep 2007,3.5020,7.0768,4.7871,3.0413,2.9129,2.8983,3.3242,2.2971,44.9669
10 Sep 2007,3.5155,7.1358,4.8414,3.1046,2.9603,2.8885,3.3258,2.3047,45.1803
11 Sep 2007,3.5173,7.1328,4.8556,3.0958,2.9653,2.9072,3.3448,2.3096,45.1938
12 Sep 2007,3.5050,7.1181,4.8495,3.0653,2.9507,2.9269,3.3649,2.3099,45.0150
13 Sep 2007,3.4900,7.0802,4.8499,3.0562,2.9443,2.9297,3.3687,2.3061,44.8097
14 Sep 2007,3.4798,7.0267,4.8273,3.0256,2.9339,2.9183,3.3619,2.3009,44.6651
17 Sep 2007,3.4848,6.9965,4.8358,3.0235,2.9342,2.9396,3.3831,2.3024,44.7394
18 Sep 2007,3.4915,6.9437,4.8390,3.0373,2.9410,2.9037,3.4050,2.3013,44.8125
19 Sep 2007,3.4552,6.9537,4.8289,2.9810,2.9245,2.9451,3.4222,2.2928,44.3658
20 Sep 2007,3.4460,6.8968,4.8165,2.9739,2.9143,2.9606,3.3999,2.2884,44.2669
21 Sep 2007,3.4447,6.9205,4.8483,2.9967,2.9386,2.9844,3.4461,2.2896,44.2534
24 Sep 2007,3.4322,6.9491,4.8400,2.9817,2.9312,2.9761,3.4393,2.2814,44.1231
25 Sep 2007,3.4355,6.9158,4.8367,2.9947,2.9287,2.9726,3.4189,2.2902,44.1814
26 Sep 2007,3.4260,6.9089,4.8427,2.9800,2.9349,2.9885,3.4051,2.2874,44.1057
27 Sep 2007,3.4190,6.8954,4.8336,2.9583,2.9236,2.9969,3.4066,2.2890,44.0133
28 Sep 2007,3.4170,6.9167,4.8410,2.9649,2.9185,3.0124,3.4131,2.2916,44.0324
1 Oct 2007,3.3950,6.9441,4.8431,2.9508,2.9134,3.0236,3.4172,2.2942,43.7258
2 Oct 2007,3.3985,6.9360,4.8316,2.9461,2.9051,3.0167,3.4188,2.2983,43.7621
3 Oct 2007,3.4085,6.9634,4.8326,2.9456,2.9030,3.0317,3.4241,2.3018,43.9296
4 Oct 2007,3.4215,6.9491,4.8216,2.9344,2.8986,3.0203,3.4206,2.3044,44.0901
5 Oct 2007,3.4055,6.9433,4.8149,2.9246,2.8989,3.0263,3.4147,2.3032,43.8952
8 Oct 2007,3.3883,6.9197,4.7895,2.8932,2.8768,3.0530,3.4484,2.3047,43.6661
9 Oct 2007,3.4015,6.9171,4.7694,2.9011,2.8635,3.0374,3.4444,2.3059,43.8304
10 Oct 2007,3.3865,6.9051,4.7795,2.8901,2.8632,3.0433,3.4489,2.3088,43.6433
11 Oct 2007,3.3775,6.8918,4.7814,2.8823,2.8558,3.0372,3.4412,2.3041,43.5528
12 Oct 2007,3.3720,6.8551,4.7872,2.8753,2.8539,3.0356,3.4498,2.3038,43.4965
16 Oct 2007,3.3845,6.9123,4.8062,2.8834,2.8662,3.0411,3.4681,2.3073,43.6529
17 Oct 2007,3.3865,6.8817,4.7995,2.9041,2.8643,3.0077,3.4577,2.3073,43.6824
18 Oct 2007,3.3725,6.8794,4.7999,2.8971,2.8642,3.0121,3.4636,2.3041,43.5029
19 Oct 2007,3.3620,6.8855,4.8085,2.9225,2.8777,3.0065,3.4526,2.2949,43.3745
22 Oct 2007,3.3775,6.9207,4.8324,2.9604,2.8988,3.0021,3.4906,2.3067,43.5764
23 Oct 2007,3.3780,6.8774,4.7957,2.9466,2.8696,3.0057,3.4612,2.3045,43.5857
24 Oct 2007,3.3700,6.9085,4.8051,2.9412,2.8741,3.0391,3.4864,2.3050,43.4797
25 Oct 2007,3.3615,6.8832,4.7964,2.9505,2.8701,3.0322,3.4699,2.3026,43.3686
26 Oct 2007,3.3495,6.8728,4.7990,2.9315,2.8733,3.0499,3.4703,2.3033,43.2182
29 Oct 2007,3.3413,6.8658,4.8149,2.9269,2.8738,3.0848,3.4821,2.2999,43.1085
30 Oct 2007,3.3470,6.8962,4.8224,2.9247,2.8719,3.0751,3.5082,2.3053,43.1804
